file,category,split,vertices_count,faces_count,triangles_count,edges_count,surface_area,mean_triangle_area,min_triangle_area,max_triangle_area,bbox_x,bbox_y,bbox_z,bbox_diagonal,centroid_x,centroid_y,centroid_z,max_radius_from_centroid
D:\research\data\ModelNet10\chair\train\chair_0599.off,chair,train,26620,9270,9270,26088,2.819517612830153,0.0003041550822902,8.885331408532465e-06,0.03839273176770551,0.708228,0.689112,0.92103,1.350836225983002,-0.005330902554470265,0.07150026048084167,-0.12578768091660428,0.6618649803795051
D:\research\data\ModelNet10\chair\train\chair_0600.off,chair,train,21220,26570,26570,47070,4030.8845607975013,0.15271394433784885,5.6209999994404763e-08,150.0403928328,23.2948,26.226,32.5217,47.83421112477972,-0.42849492629595287,1.3262072997643783,-3.1693556098020923,23.110291837527647
D:\research\data\ModelNet10\chair\train\chair_0601.off,chair,train,5853,5139,5139,10635,34688.909298241764,6.772532076970323,0.00019276999999996366,1537.5,61.5,61.5863,101.749876,133.896077663632,-0.2528090141807634,1.2238314385784996,-11.03771749923226,75.29074098402278
D:\research\data\ModelNet10\chair\train\chair_0602.off,chair,train,1320,1026,1026,2197,18115.061458128766,17.864952128332114,8.820999999979454e-05,727.0005214523426,46.0019,46.8508,68.5958,94.95554771518091,0.5246895681818255,-1.6963394545454573,-16.148328966666732,59.6844790968404
D:\research\data\ModelNet10\chair\train\chair_0603.off,chair,train,3447,4910,4910,8246,2392.331255534843,0.4890292836334507,5.102940328996021e-08,59.045561615390774,15.5,16.4997,35.5159,42.11732722882591,-0.6298380417754545,0.4352497507977873,-4.5777375671599065,24.769450530072323
D:\research\data\ModelNet10\chair\train\chair_0604.off,chair,train,708,539,539,1159,2189.2164514069473,4.076753168355581,0.000944210670214521,127.07075781406847,18.436875,23.8907,41.0915,50.98230358178831,0.025356564971751087,0.010351946327681352,-0.4854309039548004,24.863651292181746
D:\research\data\ModelNet10\chair\train\chair_0605.off,chair,train,1412,2394,2394,3801,4250.097419015108,1.7753122051023824,0.0007365658646210971,59.86457214217539,25.8875,34.801,46.1126,63.305956560263745,0.24426756161473273,4.192887882436263,-3.660076768413603,29.52437083135558
D:\research\data\ModelNet10\chair\train\chair_0606.off,chair,train,73884,25292,25292,74880,2464.648282830257,0.09744774169026758,6.701842246727613e-05,14.53815638988667,18.78473,23.83122,36.530372,47.489590504864154,-0.014816312083814287,0.18215249361170496,-1.9774593888257448,24.53962087634779
D:\research\data\ModelNet10\chair\train\chair_0607.off,chair,train,4934,8428,8428,13256,3320.3015241084504,0.3946162971367306,1.5999999999956513e-06,33.0978667,21.5,23.643,32.68688,45.71294754371457,-1.6929878192136036,5.3349718281313185,6.134951641670056,30.83102143423163
D:\research\data\ModelNet10\chair\train\chair_0608.off,chair,train,12885,17628,17628,29960,2719.7927195660586,0.15460395177160605,2.745000000140257e-07,7.701465958381386,26.2735,27.0944,30.1182,48.285704767042596,-0.054790485836243775,2.3167071757857602,-3.36976426014752,22.884758476146477
D:\research\data\ModelNet10\chair\train\chair_0609.off,chair,train,326,368,368,683,1869.1340181752482,5.079168527650129,0.16000634217084334,118.74098522845,19.5704,21.681184,36.48983,46.739512077371494,-0.3987156441717794,4.169849975460114,5.448091496932524,29.14349671762775
D:\research\data\ModelNet10\chair\train\chair_0610.off,chair,train,1736,1516,1516,3120,418140.80310315604,285.03122229253967,0.004339050000041311,30062.7825555,269.91766,262.414,510.563,634.3431465262911,-0.420012327188979,31.966750115207265,-54.11292327188884,344.5666082100887
D:\research\data\ModelNet10\chair\train\chair_0611.off,chair,train,1128,952,952,1992,17882121.521680597,18783.741094202298,3.751363967922549,229652.38538000005,1791.6,1763.051,3615.28,4403.229367975396,0.019740070921974214,63.795320124113736,143.12272340425577,2345.5338262455994
D:\research\data\ModelNet10\chair\train\chair_0612.off,chair,train,1166,883,883,1900,2700.440995175459,3.143703137573292,0.0028457000000001727,121.210226083,21.1811,18.1102,30.7087,41.46857360628648,-0.16331322727271502,-1.3360783602058308,2.8449261578044656,23.554953081942838
D:\research\data\ModelNet10\chair\train\chair_0613.off,chair,train,1018,674,674,1522,893486.1790218519,1329.5925283063252,0.00031350000004071177,22401.0,270.0,276.0,408.0,561.7294722551061,0.4638648330059018,-2.8814888015717357,35.48044990176822,306.5262739621646
D:\research\data\ModelNet10\chair\train\chair_0614.off,chair,train,891,727,727,1537,1824.4248432744334,2.5095252314641403,5.7302209040256975e-06,16.926087642949184,17.77278,18.3637,30.949516,40.13688736377867,0.004778515151515024,2.5617920460157113,5.593146622895621,25.262458670882086
D:\research\data\ModelNet10\chair\train\chair_0615.off,chair,train,6340,6226,6226,12509,3652.4303607324773,0.5866415613126374,0.0013603504500000647,22.882678738852903,21.65895,50.263296,40.241962,67.9332359415887,2.2792847064669046,0.2550331733438416,-1.9409312501577218,34.49809455446208
D:\research\data\ModelNet10\chair\train\chair_0616.off,chair,train,18990,28376,28376,46920,3803.088733513303,0.13402483554811537,1.3746599999977259e-05,43.35048427071929,20.8404,20.9148,34.93,45.736812648019104,0.04944635697735393,1.3889076090047443,1.612112776198011,24.205072381363017
D:\research\data\ModelNet10\chair\train\chair_0617.off,chair,train,3398,3120,3120,6379,5065.739464042722,1.6267628336681919,0.00022995000000114452,44.001286040000004,28.3164,44.949,28.50572,60.289362102102224,0.4718677457327844,-2.3836606827545723,2.412941981459678,29.4666711159361
D:\research\data\ModelNet10\chair\train\chair_0618.off,chair,train,16551,5722,5722,16862,8198.363380309283,1.4327793394458708,0.00037970960285489057,202.13636332965413,27.67156,59.94398,47.195604,81.15676809729929,-0.37722940849496905,8.46600090266447,-1.9443891422876194,38.51734765254828
D:\research\data\ModelNet10\chair\train\chair_0619.off,chair,train,1840,1088,1088,2552,14129.841222474084,12.986986417715139,0.06075525052569518,90.69915644713134,38.44542,45.098,40.011402,71.50379159864184,-2.150000011603353e-06,-0.19471529782607985,-4.687214915217405,31.163891244447203
D:\research\data\ModelNet10\chair\train\chair_0620.off,chair,train,5902,10650,10650,16545,3053.329312937658,0.2866975880692634,0.0030851838115623716,21.50438591400023,35.5835,27.9528,27.9463,53.184021884208796,-1.8617926132216715e-05,3.7101126899356265,1.1967624974584838,20.353711449647463
D:\research\data\ModelNet10\chair\train\chair_0621.off,chair,train,52961,18456,18456,54172,4202.146215580686,0.227684558711569,0.00020849264861887417,15.814490569318174,22.2263,29.4492,34.3407,50.403843790131724,-0.21993421283588027,2.338503431241826,-2.344014159891396,23.953750546691417
D:\research\data\ModelNet10\chair\train\chair_0622.off,chair,train,42793,61134,61134,103257,2717.310694645706,0.04448117819322183,1.1999999999970747e-07,11.4037012,31.2199,30.1303,38.6919,58.134157426679884,-0.2586643219451889,0.25907112756760386,-5.379068392891215,26.348672551827548
D:\research\data\ModelNet10\chair\train\chair_0623.off,chair,train,34443,32256,32256,64238,2410.1356804423062,0.07473752420126195,9.999999916944936e-10,13.702951579856235,18.261076,19.7066,32.4256,42.10981495563447,-0.12198973997619764,1.7638469002119987,2.3452358248700356,23.330613950938005
D:\research\data\ModelNet10\chair\train\chair_0624.off,chair,train,6497,12198,12198,18692,9503306.526796328,779.0872706014372,0.00024999999996055955,17476.788435334285,859.693,825.47,1323.80686,1781.2740883233155,-0.0306620058486194,-41.382254117284894,-23.75450423426186,812.4796291454965
D:\research\data\ModelNet10\chair\train\chair_0625.off,chair,train,7672,10606,10606,17992,2597.273415296657,0.24604712157035358,3.8020000012531363e-07,30.638824178550003,17.9968,17.623,33.2798,41.737273836224624,8.136339924339722e-06,0.21260454796664408,-2.547557722106285,21.854486170448332
D:\research\data\ModelNet10\chair\train\chair_0626.off,chair,train,6804,5984,5984,12258,5548.939030343536,0.9272959609531285,5.3220000001824586e-05,163.05105180000004,25.7229,22.21323,21.91018,40.437002350264535,0.3088141387419192,-1.4803502087007638,2.0326901278660463,18.55164410398883
D:\research\data\ModelNet10\chair\train\chair_0627.off,chair,train,1498,1143,1143,2455,3196.892472260555,2.8067537069890744,2.4794999947674867e-07,18.877321593808627,25.2,22.6,33.624838,47.71194536514146,0.15701602469959663,3.7366536181575425,4.91510788117491,29.201348430466634
D:\research\data\ModelNet10\chair\train\chair_0628.off,chair,train,2348,3076,3076,5374,2751.617590188119,0.8945440800351521,0.0002273228627002821,26.653154912999998,25.2374,23.0776,28.9342,44.796092576920145,-5.121400180715501e-15,-0.5550675902896095,-3.5954896490630097,21.1750617405378
D:\research\data\ModelNet10\chair\train\chair_0629.off,chair,train,5772,4408,4408,9295,390364.5648538758,88.59840328049835,3.033889999803918e-05,8548.801415536853,252.101,281.234,401.863,551.4901157101549,-0.018816949584145013,-6.686148774774857,-39.44158960741508,286.057038967959
D:\research\data\ModelNet10\chair\train\chair_0630.off,chair,train,45228,60360,60360,105392,3728.2793078640884,0.06178990533103695,5.0000000027744085e-09,72.894646175,18.77019,23.3433,40.849956,50.65519314668572,-0.018119973688868543,4.851826633943445,5.083201521490727,30.81287017507436
D:\research\data\ModelNet10\chair\train\chair_0631.off,chair,train,2988,3758,3758,6620,6598.730135289461,1.7587233836059315,8.650000000026692e-07,110.94881077723817,39.4648,24.7763,34.45205,57.950662031874145,0.0220511044176697,-1.1776136880856825,-7.9025176342034875,32.34695839868752
D:\research\data\ModelNet10\chair\train\chair_0632.off,chair,train,136158,47752,47752,139338,6758810.13039509,141.539833523101,0.20045394109352624,40379.221211000004,1351.57,1326.621,2938.2,3495.6664575644227,23.444007741002583,-44.11513652816729,-1303.2369280761268,2834.9724641811467
D:\research\data\ModelNet10\chair\train\chair_0633.off,chair,train,5504,8461,8461,13811,2650.675221990444,0.31328155324316787,8.006177199035168e-07,20.833904146139375,22.094492,20.56301,32.59699,44.42485468809396,0.0008469178779051126,1.335647119186044,2.0849785265261875,23.852238985452665
D:\research\data\ModelNet10\chair\train\chair_0634.off,chair,train,3132,3374,3374,6463,1562584.6390033015,464.2259771251657,0.002438000000228868,43115.72569365,399.9998,452.5005,810.0,1010.3744565755262,0.37925213920816897,-24.917641155811022,-228.6710878033193,710.4760106277532
D:\research\data\ModelNet10\chair\train\chair_0635.off,chair,train,7128,10590,10590,17540,3830.567541967702,0.36171553748514573,7.984690037751011e-07,20.729961972758442,22.039294,20.51161,32.51549,44.313809526496776,-0.0033791241582478084,0.8748030656565551,1.9548770202020262,23.479653585068895
D:\research\data\ModelNet10\chair\train\chair_0636.off,chair,train,3216,4008,4008,6895,1769.3655582109832,0.4436724067730643,3.535533905925037e-08,59.33541718982239,23.99995,20.51942,28.3963,42.46638730606713,0.1302577388059728,0.9191494614427864,5.783703034825863,25.157677210205463
D:\research\data\ModelNet10\chair\train\chair_0637.off,chair,train,26644,25356,25356,51352,9302.348819149016,0.3670144724670118,5.039999998281749e-07,82.37028986476435,35.844,35.0238,36.8252,62.18966359034273,0.0028691487764582143,-6.857774951208385,-5.988273873143784,34.25780488882452
D:\research\data\ModelNet10\chair\train\chair_0638.off,chair,train,603,961,961,1545,3014.5457030430075,3.13688418630907,0.016101580916869696,58.46918264115924,29.146,27.5023,39.2835,56.11647880560575,-0.013343283582089964,1.0481544776119367,-3.271855406301836,24.97661834994406
D:\research\data\ModelNet10\chair\train\chair_0639.off,chair,train,584,512,512,1016,8479.133843842212,16.625752634984696,0.0003399592297665561,216.62105000000003,25.8741,31.3461,46.0,61.38442014078165,-1.674657518840398e-06,-1.1167515342465741,-10.420816267123273,36.555685197364895
D:\research\data\ModelNet10\chair\train\chair_0640.off,chair,train,2402,1494,1494,3442,1253.3650965332167,0.8389324608656054,5.249999999996222e-05,31.613546165582246,17.82,19.853,33.5875,42.89305497688407,-0.0010070774354703493,1.0018014154870947,-3.7198581715237613,23.85025876349963
D:\research\data\ModelNet10\chair\train\chair_0641.off,chair,train,105596,40658,40658,113750,5553.639688122956,0.13660074006599252,3.573181354823968e-07,15.36142623709487,27.94224,28.966474,28.65145,49.40375470865323,0.056961109227644496,-0.5251761736808069,-1.8402721939467388,23.58198394711202
D:\research\data\ModelNet10\chair\train\chair_0642.off,chair,train,12918,9530,9530,19652,2654.4839975445434,0.2785397688923976,5.673398981190037e-07,9.02585211738342,30.0778,23.6156,30.7128,49.04739238777124,-0.08387423432420302,0.7923798695618697,-11.513167766450541,28.709472421424238
D:\research\data\ModelNet10\chair\train\chair_0643.off,chair,train,1524,1378,1378,2829,4187.706818323129,3.0389744690298466,2.830399999353972e-05,213.97964269546455,24.6835,28.369198,43.1248,57.217435650797945,0.21604730971128422,1.5855170059055086,2.917585761154858,27.246884516623737
D:\research\data\ModelNet10\chair\train\chair_0644.off,chair,train,2356,3864,3864,6194,1203.0672545198793,0.31135280914075486,0.0021022809546505416,88.77446174474159,16.7323,20.031,33.2569,42.2756693844107,1.1960950763338341e-05,0.3065126591680814,0.9080714804753885,21.449342600579072
D:\research\data\ModelNet10\chair\train\chair_0645.off,chair,train,3306,5194,5194,8368,1908.063080630209,0.3673590836792847,1.172999999954306e-05,53.373016264566324,18.11028,18.095748,33.1583,41.891660223102924,-1.9177858460943004e-05,1.809484365396252,3.734142709013916,23.192377900155286
D:\research\data\ModelNet10\chair\train\chair_0646.off,chair,train,4061,5380,5380,9269,2130.9922501663937,0.3971286340228078,4.407999999995157e-06,105.18248159090003,15.14021,19.95903,41.002344,48.04977680363704,0.05610131371583685,2.425451306328497,-0.1153434582615128,24.985767400802523
D:\research\data\ModelNet10\chair\train\chair_0647.off,chair,train,17612,8212,8212,19468,1.902886077847812,0.0002317201750910626,8.717551500000002e-06,0.004242813990000001,0.346102,0.5737,0.44244,0.8029143403900568,0.00193814791051527,0.07373681904383443,-0.016618599136951562,0.3885379551716255
D:\research\data\ModelNet10\chair\train\chair_0648.off,chair,train,115050,44494,44494,122242,3091.872563229249,0.0694927754029765,7.69999999999044e-07,4.222308976159249,20.079,20.201,30.5785,41.78865042388902,-0.06038116112125066,0.28866762567580845,0.7854229813823933,21.106376433143247
D:\research\data\ModelNet10\chair\train\chair_0649.off,chair,train,5498,10326,10326,15796,2286.50807969708,0.22143212083063052,3.898500000095183e-08,4.056530829928097,22.059323,21.16953,34.370258,46.000840933898075,0.10599809221535267,0.854316410149143,-7.834159898872378,27.364539150080255
D:\research\data\ModelNet10\chair\train\chair_0650.off,chair,train,2250,2182,2182,4329,2594.1934130142645,1.1889062387783058,1.5020985320451657e-06,152.18012574027787,22.20298,20.99341,35.89285,47.13801295590429,0.007181093333337366,0.8074119111111119,4.603804043555568,27.159369285231495
D:\research\data\ModelNet10\chair\train\chair_0651.off,chair,train,4995,4280,4280,8898,17402.614402385545,4.077463543201857,4.5265500000015466e-05,193.24340926211448,34.83231,39.009,51.035454,73.07263144243689,-1.7482959689689284,3.5649814814814795,4.386877813813825,40.74986515510173
D:\research\data\ModelNet10\chair\train\chair_0652.off,chair,train,103458,37962,37962,105445,1362.5777834316543,0.03589414882199255,1.8025302360968462e-08,0.9477766665226255,18.026683,20.28823,30.9221,41.143041269762605,-0.030697141661348935,1.528507008834466,4.640761755543285,24.376587696797507
D:\research\data\ModelNet10\chair\train\chair_0653.off,chair,train,243783,110004,110004,285561,1448.5682760378868,0.01316832366130215,5.519999998609417e-08,12.35030709954048,21.622424,20.125382,30.4769,42.4429223062185,0.8953423483466608,-0.7207589287728933,-4.083758128729359,22.401304889596243
D:\research\data\ModelNet10\chair\train\chair_0654.off,chair,train,13171,16816,16816,29101,1867.942811457682,0.11111431868762574,2.969999998714279e-08,13.34416243354668,20.66933,18.9937,33.2819,43.53925481618742,-0.03465374777920764,0.08152981337787986,-1.3911140983980126,20.85519831198372
D:\research\data\ModelNet10\chair\train\chair_0655.off,chair,train,2176,3142,3142,5285,7972.088409408032,2.537265566329755,0.0037488530145900656,484.44333794999994,26.9607,35.8661,60.6654,75.45559774370619,0.269148529411769,-0.10132968750001584,-18.402038400735247,52.78731708245968
D:\research\data\ModelNet10\chair\train\chair_0656.off,chair,train,328,230,230,502,6838776.7776899915,29994.634989868417,664.7050600000001,297829.21346999996,685.89,699.28,1244.627,1583.8352122708345,54.597835365853406,66.32871951219508,-260.7095792682928,1008.9773764177368
D:\research\data\ModelNet10\chair\train\chair_0657.off,chair,train,14541,7710,7710,18784,2845.348746797704,0.3691901838325846,1.6007660736462436e-06,73.80354353369478,31.2117,29.099,30.6069,52.51384908288479,-0.002107710611388939,-2.3712773486005148,-7.976916939962889,29.26618264068237
D:\research\data\ModelNet10\chair\train\chair_0658.off,chair,train,290,352,352,630,9777.603130467793,28.757656266081767,1.1682000000290405e-05,378.51876223,29.9729,26.6858,50.3599,64.39430241923581,-0.6850835862068954,8.843283310344841,5.218789931034475,40.76649462755542
D:\research\data\ModelNet10\chair\train\chair_0659.off,chair,train,8191,7502,7502,15195,10454.410546659625,1.3959688271677855,4.199999999990236e-07,279.6002168275268,35.25,38.01319,41.9337,66.67833463476799,0.02781867513123938,7.566493478574173,-4.4246661213526695,32.56948606104898
D:\research\data\ModelNet10\chair\train\chair_0660.off,chair,train,39904,27442,27442,60506,9329.682906304879,0.33997824161157547,0.00015458802476195566,31.091501817481806,27.6243,28.34291,41.363216,57.24804045223519,-1.1803264033680811,3.258189334903783,-4.910589382492944,28.19024097551375
D:\research\data\ModelNet10\chair\train\chair_0661.off,chair,train,2988,4658,4658,7518,1828.1856787899344,0.39248297097250673,1.1729999999435942e-05,53.37295758996983,18.1102,18.09575,33.1583,41.891626502112565,-1.0040160144358451e-07,1.8181198527443097,3.3893920669344144,22.903374461483764
D:\research\data\ModelNet10\chair\train\chair_0662.off,chair,train,909,829,829,1698,1713.3416796041977,2.066757152719172,5.79000000001191e-06,124.63525690090499,17.3229,16.8506,34.29,41.95032401269387,0.07175231023102355,2.9469404840484015,-5.62305863586358,24.260460145300314
D:\research\data\ModelNet10\chair\train\chair_0663.off,chair,train,4857,5230,5230,9996,4864.79665257842,0.9308834007995423,1.2409724003978894e-06,119.20797948499998,27.5666,27.0951,42.4864,57.43828048026856,-0.6195316656372357,0.974123790405601,-12.431411719168473,36.16732224861503
D:\research\data\ModelNet10\chair\train\chair_0664.off,chair,train,3733,3492,3492,6920,5837.075629977859,1.6782851150022566,9.69178463981971e-06,174.76224185213627,22.43835,22.54708,34.7007,47.074291792218176,-0.29734237396195723,-2.9054220091079745,-2.022824980444688,26.25642106456919
D:\research\data\ModelNet10\chair\train\chair_0665.off,chair,train,10342,16116,16116,26249,627.4330704644607,0.03893230767339663,2.5265772060674422e-06,3.0658027677159283,10.97296,15.09407,22.8716,29.518585448603393,-0.010251701218331107,-1.3714883587313713,-0.5937694447882347,15.559737956434018
D:\research\data\ModelNet10\chair\train\chair_0666.off,chair,train,2006,1990,1990,3752,227503.19773397277,114.43822823640541,0.0057069153007550544,18635.33890807442,234.81,189.3549,332.2307,448.74074060252207,-7.707804586241234,-9.424950086739774,29.63681452642061,235.35241631010484
D:\research\data\ModelNet10\chair\train\chair_0667.off,chair,train,124,78,78,179,12871.80857062403,165.02318680287217,4.910645593315004,661.5411182742323,38.189,52.5957,57.01267,86.45896090064291,-1.71905500587121e-16,9.016515322580647,-7.249410387096772,43.56191614610705
D:\research\data\ModelNet10\chair\train\chair_0668.off,chair,train,942,910,910,1836,4271831.57672517,4694.320413983694,0.41571999999997006,34515.03347817079,752.88,1189.5,780.708,1609.7339922061656,0.765966029723993,57.84252653927805,-37.984770700636986,759.4408446214403
D:\research\data\ModelNet10\chair\train\chair_0669.off,chair,train,1446,1566,1566,2872,2280.37349702143,1.4561772011631113,7.899999999892368e-07,40.895682464500005,21.2598,22.869934,35.0394,46.933703556872175,1.897441216727858e-05,-0.5257380608575388,4.852263488243443,27.064944185578675
D:\research\data\ModelNet10\chair\train\chair_0670.off,chair,train,206,182,182,370,1216.5725784286806,6.834677406902697,0.07714461243139686,42.83184423492239,19.2648,19.8852,31.3611,41.83386536396081,-8.737864043277896e-07,-1.4540240970873786,0.4908727572815527,21.852533091934706
D:\research\data\ModelNet10\chair\train\chair_0671.off,chair,train,516,316,316,734,3190.050238803995,10.850511016340135,1.1190528800000004,44.83345166999999,19.0158,14.0157,29.0945,37.477065338417304,1.2323852713178296,1.1832372093023256,1.7071277519379817,20.60055136524619
D:\research\data\ModelNet10\chair\train\chair_0672.off,chair,train,5500,10440,10440,15918,3605.3423035762908,0.3453393011088393,0.056247729276262724,4.982804371464768,38.799012,34.45238,39.732598,65.35295833908476,-0.05580698545454412,1.5717177834545417,-0.13975044290908883,30.47719728627822
D:\research\data\ModelNet10\chair\train\chair_0673.off,chair,train,1652,3168,3168,4792,6085.6135284310285,1.920963866297668,9.71675614528483e-06,194.66151337310748,24.5721,26.8358,32.5538,48.82313134662708,0.17190012106537597,2.5986095641646454,2.8506743184019423,25.65980901652631
D:\research\data\ModelNet10\chair\train\chair_0674.off,chair,train,1474,1296,1296,2682,1883.9990239457265,1.4548255011163937,3.4209999995482576e-05,31.86232693,21.1425,23.8527,37.103336,48.914355212645866,0.016229715061062445,0.7477147218453181,-1.627164597014938,24.192061426577922
D:\research\data\ModelNet10\chair\train\chair_0675.off,chair,train,644,446,446,991,4191.77732815913,9.398603874796235,0.3099997736999996,156.937186125,20.0787,24.8031,31.4961,44.83695215455663,-6.276397515387433e-06,1.8372294906832287,4.212275310559006,26.494265461267013
D:\research\data\ModelNet10\chair\train\chair_0676.off,chair,train,16835,22315,22315,38901,4804.667659979673,0.2153111207698726,1.8970787687212236e-06,102.79342655878345,30.061886,28.590644,42.153,59.144038780013425,-0.004992020314824234,3.978438428571394,-4.519930158776352,27.678780686574495
D:\research\data\ModelNet10\chair\train\chair_0677.off,chair,train,4170,3887,3887,7770,2572.2071377627904,0.6670661664322599,6.004845825956066e-07,93.23397077399999,18.5039,18.81066,41.740396,49.38112901789929,-0.1545538390887273,3.0629430244604037,-3.913695698561178,25.333952836462228
D:\research\data\ModelNet10\chair\train\chair_0678.off,chair,train,3902,3504,3504,7207,4907.348846695802,1.4004991000844194,0.00779286,42.530936013954815,24.03944,25.27656,43.5197,55.77421849777189,0.8038813623782588,1.2047184879548731,-7.92992503587909,31.0217879396967
D:\research\data\ModelNet10\chair\train\chair_0679.off,chair,train,666,708,708,1342,1659.5939339187937,2.3640939229612483,0.014370686000000243,49.530980935,16.8206,20.7249,30.7383,40.70991465552341,-0.018981531531530663,-0.04276321321321411,-3.934626024024025,22.73326950188819
D:\research\data\ModelNet10\chair\train\chair_0680.off,chair,train,42938,14790,14790,43657,2739.755014633996,0.18524374676362534,0.00010993499999996923,17.44613136000001,30.95,28.8918,43.902728,60.99252522303028,-0.0700470778797046,-0.1474790500954852,1.523792449741487,29.982088266750445
D:\research\data\ModelNet10\chair\train\chair_0681.off,chair,train,856,528,528,1218,12491.202482101313,24.492553886473168,2.3720000001836716e-05,314.283029595,55.1875,59.4902,90.000706,121.18115007206539,0.6769051401869202,3.5260949766355267,15.776823682243078,72.26556147603513
D:\research\data\ModelNet10\chair\train\chair_0682.off,chair,train,3066,3504,3504,6478,2444.179352128624,0.6975397694431055,2.5629999999943198e-05,56.85951513,15.8255,17.8344,31.75,39.70610499167603,-0.07542902804957648,3.321806718851923,4.920616829745599,24.818159055651098
D:\research\data\ModelNet10\chair\train\chair_0683.off,chair,train,9705,17664,17664,27099,4161.321158665547,0.2355820402324238,0.000529943556766691,273.5100167626961,22.13666,33.87475,31.79999,51.46620024363757,0.1544722691397108,-1.5226476699639202,-6.05736021978363,29.644384021854666
D:\research\data\ModelNet10\chair\train\chair_0684.off,chair,train,14118,19108,19108,33115,2457.38106062279,0.1286048283767427,3.0945300000937608e-06,9.334659677100001,16.891498,17.951206,27.6629,37.05137700475436,-0.015338114605467884,0.20303022595268402,-1.3544930565234603,17.39316905936734
D:\research\data\ModelNet10\chair\train\chair_0685.off,chair,train,30490,15118,15118,37620,2435.4149631347836,0.16134987167979117,4.974937185524624e-08,14.408062349632356,26.7242,26.7623,27.7593,46.914627819263366,0.05365787143324802,-0.6180155001639875,-5.017759014693333,23.955789534639653
D:\research\data\ModelNet10\chair\train\chair_0686.off,chair,train,7728,10686,10686,18124,2869.925896170073,0.2700344275658705,3.8020000012531363e-07,30.638824178550003,17.9968,17.623,42.2188,49.161794237802184,8.108436849097612e-06,0.24706970548654936,-0.38113512008282,24.154978489356463
D:\research\data\ModelNet10\chair\train\chair_0687.off,chair,train,4671,2394,2394,5906,2976.438836674011,1.246414923230322,0.0003854420810578046,139.324470705,16.8794,23.1887,37.0648,46.86607889604164,0.01280535217298373,5.686647430956952,0.6063552532648534,26.817765721325664
D:\research\data\ModelNet10\chair\train\chair_0688.off,chair,train,15751,31304,31304,47055,1817.6244730191747,0.05806364915088084,0.0001299517618343047,0.9706980039674509,27.39655,25.1651,33.135362,49.81772199512483,0.007073774109588011,1.8312366375468252,4.105851693035347,26.671935272394897
D:\research\data\ModelNet10\chair\train\chair_0689.off,chair,train,5882,11356,11356,17224,2446671.5429334217,215.45187944112604,0.022184796595866252,19951.20969972814,660.331,1102.732,1056.689,1663.925039208798,0.4841502618173811,42.84080009690563,-121.96054592859589,791.9452295813794
D:\research\data\ModelNet10\chair\train\chair_0690.off,chair,train,50097,19272,19272,53618,3255.8632419516307,0.16894267548524364,0.0009679536130156319,8.749615097809885,21.6428,19.824686999999997,30.00463,41.972691454383394,0.014044361199297356,1.355018775655239,4.5844505774199655,24.353862728137827
D:\research\data\ModelNet10\chair\train\chair_0691.off,chair,train,30808,52317,52317,82200,6194.996884677683,0.1184398601410542,9.814784765928156e-08,9.948104552223072,36.154,32.41269,36.29106,60.61959439784879,-0.317846212379881,0.0060634515710392455,5.740358282264486,30.502960136811375
D:\research\data\ModelNet10\chair\train\chair_0692.off,chair,train,9249,5919,5919,13329,13278.69088347978,2.265215094418248,1.949999999995407e-07,445.4988299923824,38.7615,37.9722,31.07173,62.528347653547506,-4.373616601794609,4.337275759541668,3.7410553647961997,32.212580840196416
D:\research\data\ModelNet10\chair\train\chair_0693.off,chair,train,13988,15064,15064,28597,7429.517973858093,0.4932296337952701,9.89949493261231e-08,104.28253486,35.6183,26.4413,45.080672,63.24612737987666,0.14635096511295612,-3.5010201672862418,-7.243564555333151,33.972596630440925
D:\research\data\ModelNet10\chair\train\chair_0694.off,chair,train,10212,19642,19642,29820,1167.1177974867849,0.05941949890473377,1.0565999999975761e-05,1.318881607216355,14.09312,13.72894,27.1823,33.555584604473815,-0.21505828887583317,1.4606734763023834,3.2370567655699225,18.737006036396256
D:\research\data\ModelNet10\chair\train\chair_0695.off,chair,train,2627,2876,2876,5388,3203.9250829589732,1.114021238859167,0.00011735019024270238,129.1365134058922,21.6821,22.4025,31.7643,44.50793436175172,-0.008521048724778083,0.7505823357441918,2.0673547392463,23.004101834546617
D:\research\data\ModelNet10\chair\train\chair_0696.off,chair,train,15140,28162,28162,43334,3275.3145733051606,0.11630262670638351,3.087729950954843e-05,12.11131852686837,27.95002,30.5344,32.965652,52.91774195055477,1.074315738309116,1.6678399651255003,-1.2668500035667254,25.05415643505038
D:\research\data\ModelNet10\chair\train\chair_0697.off,chair,train,42571,79518,79518,121911,3022.8715112525724,0.03802306274452591,7.499999999949809e-07,0.7062666454478257,33.73939,29.90517,29.9929,54.15015863975839,-0.002690171125881801,-0.09797405029244988,4.179020231001735,23.536043539598154
D:\research\data\ModelNet10\chair\train\chair_0698.off,chair,train,242,132,132,318,8504.3725285035,66.4404103789336,0.0001675300000023583,353.877989613,20.511902,25.3486,37.05001,49.35577865476042,0.2445185950413235,4.030521900826453,1.2838021900826462,27.958894447895975
D:\research\data\ModelNet10\chair\train\chair_0699.off,chair,train,1854,1924,1924,3761,1108.9097430171219,0.5763564152895637,1.3886414207588272e-07,7.279129730959338,23.2494,17.31817,31.20519,42.59363209970476,1.74625889967637,-2.2162726914778865,-7.272744185544757,26.180448187919463
